destination_port,payload_len,description,label
9993,24,Normal background traffic,BENIGN
7680,67,Normal background traffic,BENIGN
80,190,Normal background traffic,BENIGN
7680,208,Normal background traffic,BENIGN
443,379,Normal background traffic,BENIGN
443,288,Normal background traffic,BENIGN
7680,62,Normal background traffic,BENIGN
443,165,Normal background traffic,BENIGN
7680,157,Normal background traffic,BENIGN
443,483,Normal background traffic,BENIGN
9993,492,Normal background traffic,BENIGN
80,121,Normal background traffic,BENIGN
9993,236,Normal background traffic,BENIGN
80,300,Normal background traffic,BENIGN
53,494,Normal background traffic,BENIGN
53,50,Normal background traffic,BENIGN
9993,288,Normal background traffic,BENIGN
7680,419,Normal background traffic,BENIGN
80,169,Normal background traffic,BENIGN
7680,318,Normal background traffic,BENIGN
80,496,Normal background traffic,BENIGN
443,146,Normal background traffic,BENIGN
53,352,Normal background traffic,BENIGN
9993,167,Normal background traffic,BENIGN
443,229,Normal background traffic,BENIGN
80,485,Normal background traffic,BENIGN
9993,286,Normal background traffic,BENIGN
7680,374,Normal background traffic,BENIGN
443,108,Normal background traffic,BENIGN
443,417,Normal background traffic,BENIGN
9993,193,Normal background traffic,BENIGN
53,174,Normal background traffic,BENIGN
7680,396,Normal background traffic,BENIGN
7680,393,Normal background traffic,BENIGN
9993,499,Normal background traffic,BENIGN
7680,102,Normal background traffic,BENIGN
7680,170,Normal background traffic,BENIGN
53,178,Normal background traffic,BENIGN
443,425,Normal background traffic,BENIGN
80,284,Normal background traffic,BENIGN
9993,21,Normal background traffic,BENIGN
7680,485,Normal background traffic,BENIGN
9993,91,Normal background traffic,BENIGN
7680,430,Normal background traffic,BENIGN
9993,150,Normal background traffic,BENIGN
53,334,Normal background traffic,BENIGN
53,298,Normal background traffic,BENIGN
7680,242,Normal background traffic,BENIGN
9993,311,Normal background traffic,BENIGN
443,331,Normal background traffic,BENIGN
80,54,Normal background traffic,BENIGN
80,380,Normal background traffic,BENIGN
9993,385,Normal background traffic,BENIGN
443,335,Normal background traffic,BENIGN
80,448,Normal background traffic,BENIGN
443,239,Normal background traffic,BENIGN
7680,63,Normal background traffic,BENIGN
7680,449,Normal background traffic,BENIGN
80,360,Normal background traffic,BENIGN
9993,424,Normal background traffic,BENIGN
9993,432,Normal background traffic,BENIGN
53,362,Normal background traffic,BENIGN
53,42,Normal background traffic,BENIGN
9993,38,Normal background traffic,BENIGN
80,423,Normal background traffic,BENIGN
443,428,Normal background traffic,BENIGN
7680,162,Normal background traffic,BENIGN
7680,422,Normal background traffic,BENIGN
443,395,Normal background traffic,BENIGN
9993,297,Normal background traffic,BENIGN
53,133,Normal background traffic,BENIGN
53,458,Normal background traffic,BENIGN
443,75,Normal background traffic,BENIGN
7680,113,Normal background traffic,BENIGN
53,344,Normal background traffic,BENIGN
9993,286,Normal background traffic,BENIGN
9993,287,Normal background traffic,BENIGN
53,178,Normal background traffic,BENIGN
80,69,Normal background traffic,BENIGN
80,27,Normal background traffic,BENIGN
80,272,Normal background traffic,BENIGN
53,266,Normal background traffic,BENIGN
443,208,Normal background traffic,BENIGN
80,163,Normal background traffic,BENIGN
53,334,Normal background traffic,BENIGN
443,399,Normal background traffic,BENIGN
9993,243,Normal background traffic,BENIGN
80,295,Normal background traffic,BENIGN
443,108,Normal background traffic,BENIGN
443,259,Normal background traffic,BENIGN
53,361,Normal background traffic,BENIGN
80,373,Normal background traffic,BENIGN
443,21,Normal background traffic,BENIGN
53,241,Normal background traffic,BENIGN
53,25,Normal background traffic,BENIGN
53,474,Normal background traffic,BENIGN
80,455,Normal background traffic,BENIGN
443,263,Normal background traffic,BENIGN
7680,177,Normal background traffic,BENIGN
53,207,Normal background traffic,BENIGN
7680,403,Normal background traffic,BENIGN
7680,211,Normal background traffic,BENIGN
80,272,Normal background traffic,BENIGN
9993,154,Normal background traffic,BENIGN
53,332,Normal background traffic,BENIGN
9993,244,Normal background traffic,BENIGN
443,77,Normal background traffic,BENIGN
80,175,Normal background traffic,BENIGN
80,152,Normal background traffic,BENIGN
443,296,Normal background traffic,BENIGN
53,355,Normal background traffic,BENIGN
9993,88,Normal background traffic,BENIGN
80,423,Normal background traffic,BENIGN
9993,197,Normal background traffic,BENIGN
7680,148,Normal background traffic,BENIGN
7680,273,Normal background traffic,BENIGN
443,111,Normal background traffic,BENIGN
7680,397,Normal background traffic,BENIGN
80,80,Normal background traffic,BENIGN
80,399,Normal background traffic,BENIGN
443,283,Normal background traffic,BENIGN
53,331,Normal background traffic,BENIGN
80,96,Normal background traffic,BENIGN
443,453,Normal background traffic,BENIGN
80,345,Normal background traffic,BENIGN
80,143,Normal background traffic,BENIGN
7680,83,Normal background traffic,BENIGN
7680,341,Normal background traffic,BENIGN
7680,335,Normal background traffic,BENIGN
443,168,Normal background traffic,BENIGN
53,191,Normal background traffic,BENIGN
9993,324,Normal background traffic,BENIGN
9993,49,Normal background traffic,BENIGN
80,110,Normal background traffic,BENIGN
7680,277,Normal background traffic,BENIGN
80,213,Normal background traffic,BENIGN
443,55,Normal background traffic,BENIGN
80,248,Normal background traffic,BENIGN
80,58,Normal background traffic,BENIGN
7680,131,Normal background traffic,BENIGN
53,437,Normal background traffic,BENIGN
53,280,Normal background traffic,BENIGN
9993,91,Normal background traffic,BENIGN
53,499,Normal background traffic,BENIGN
80,430,Normal background traffic,BENIGN
80,360,Normal background traffic,BENIGN
53,456,Normal background traffic,BENIGN
80,34,Normal background traffic,BENIGN
53,76,Normal background traffic,BENIGN
443,74,Normal background traffic,BENIGN
7680,302,Normal background traffic,BENIGN
80,437,Normal background traffic,BENIGN
9993,317,Normal background traffic,BENIGN
80,405,Normal background traffic,BENIGN
7680,378,Normal background traffic,BENIGN
53,484,Normal background traffic,BENIGN
9993,274,Normal background traffic,BENIGN
443,259,Normal background traffic,BENIGN
443,411,Normal background traffic,BENIGN
443,66,Normal background traffic,BENIGN
7680,293,Normal background traffic,BENIGN
53,493,Normal background traffic,BENIGN
9993,402,Normal background traffic,BENIGN
80,205,Normal background traffic,BENIGN
53,169,Normal background traffic,BENIGN
9993,142,Normal background traffic,BENIGN
7680,259,Normal background traffic,BENIGN
443,486,Normal background traffic,BENIGN
7680,20,Normal background traffic,BENIGN
443,349,Normal background traffic,BENIGN
7680,137,Normal background traffic,BENIGN
53,468,Normal background traffic,BENIGN
53,268,Normal background traffic,BENIGN
9993,100,Normal background traffic,BENIGN
9993,118,Normal background traffic,BENIGN
7680,450,Normal background traffic,BENIGN
53,82,Normal background traffic,BENIGN
443,319,Normal background traffic,BENIGN
80,178,Normal background traffic,BENIGN
7680,62,Normal background traffic,BENIGN
80,372,Normal background traffic,BENIGN
80,41,Normal background traffic,BENIGN
80,208,Normal background traffic,BENIGN
443,61,Normal background traffic,BENIGN
53,342,Normal background traffic,BENIGN
443,315,Normal background traffic,BENIGN
9993,54,Normal background traffic,BENIGN
80,43,Normal background traffic,BENIGN
7680,51,Normal background traffic,BENIGN
443,206,Normal background traffic,BENIGN
7680,152,Normal background traffic,BENIGN
80,284,Normal background traffic,BENIGN
7680,110,Normal background traffic,BENIGN
80,404,Normal background traffic,BENIGN
443,172,Normal background traffic,BENIGN
7680,181,Normal background traffic,BENIGN
80,102,Normal background traffic,BENIGN
443,303,Normal background traffic,BENIGN
9993,26,Normal background traffic,BENIGN
7680,75,Normal background traffic,BENIGN
7680,264,Normal background traffic,BENIGN
443,95,Normal background traffic,BENIGN
9993,460,Normal background traffic,BENIGN
53,450,Normal background traffic,BENIGN
9993,160,Normal background traffic,BENIGN
53,424,Normal background traffic,BENIGN
443,148,Normal background traffic,BENIGN
443,422,Normal background traffic,BENIGN
9993,205,Normal background traffic,BENIGN
7680,34,Normal background traffic,BENIGN
80,422,Normal background traffic,BENIGN
9993,69,Normal background traffic,BENIGN
443,446,Normal background traffic,BENIGN
53,357,Normal background traffic,BENIGN
53,122,Normal background traffic,BENIGN
9993,309,Normal background traffic,BENIGN
9993,411,Normal background traffic,BENIGN
80,76,Normal background traffic,BENIGN
53,46,Normal background traffic,BENIGN
53,420,Normal background traffic,BENIGN
7680,171,Normal background traffic,BENIGN
80,433,Normal background traffic,BENIGN
80,372,Normal background traffic,BENIGN
80,89,Normal background traffic,BENIGN
80,117,Normal background traffic,BENIGN
7680,355,Normal background traffic,BENIGN
443,456,Normal background traffic,BENIGN
9993,283,Normal background traffic,BENIGN
7680,206,Normal background traffic,BENIGN
443,341,Normal background traffic,BENIGN
80,388,Normal background traffic,BENIGN
443,103,Normal background traffic,BENIGN
9993,491,Normal background traffic,BENIGN
80,395,Normal background traffic,BENIGN
9993,489,Normal background traffic,BENIGN
80,243,Normal background traffic,BENIGN
443,102,Normal background traffic,BENIGN
7680,310,Normal background traffic,BENIGN
80,46,Normal background traffic,BENIGN
7680,160,Normal background traffic,BENIGN
7680,418,Normal background traffic,BENIGN
53,213,Normal background traffic,BENIGN
443,41,Normal background traffic,BENIGN
80,160,Normal background traffic,BENIGN
80,371,Normal background traffic,BENIGN
7680,443,Normal background traffic,BENIGN
53,93,Normal background traffic,BENIGN
443,23,Normal background traffic,BENIGN
9993,213,Normal background traffic,BENIGN
7680,80,Normal background traffic,BENIGN
80,241,Normal background traffic,BENIGN
80,171,Normal background traffic,BENIGN
443,269,Normal background traffic,BENIGN
443,148,Normal background traffic,BENIGN
7680,67,Normal background traffic,BENIGN
80,396,Normal background traffic,BENIGN
7680,457,Normal background traffic,BENIGN
443,143,Normal background traffic,BENIGN
7680,100,Normal background traffic,BENIGN
443,47,Normal background traffic,BENIGN
9993,169,Normal background traffic,BENIGN
80,379,Normal background traffic,BENIGN
7680,444,Normal background traffic,BENIGN
9993,412,Normal background traffic,BENIGN
7680,478,Normal background traffic,BENIGN
53,400,Normal background traffic,BENIGN
7680,239,Normal background traffic,BENIGN
53,419,Normal background traffic,BENIGN
9993,481,Normal background traffic,BENIGN
9993,297,Normal background traffic,BENIGN
9993,191,Normal background traffic,BENIGN
443,162,Normal background traffic,BENIGN
443,127,Normal background traffic,BENIGN
7680,127,Normal background traffic,BENIGN
9993,455,Normal background traffic,BENIGN
80,304,Normal background traffic,BENIGN
9993,382,Normal background traffic,BENIGN
53,229,Normal background traffic,BENIGN
80,155,Normal background traffic,BENIGN
53,243,Normal background traffic,BENIGN
9993,170,Normal background traffic,BENIGN
53,365,Normal background traffic,BENIGN
53,134,Normal background traffic,BENIGN
7680,332,Normal background traffic,BENIGN
53,298,Normal background traffic,BENIGN
7680,331,Normal background traffic,BENIGN
443,151,Normal background traffic,BENIGN
9993,247,Normal background traffic,BENIGN
7680,274,Normal background traffic,BENIGN
443,230,Normal background traffic,BENIGN
443,145,Normal background traffic,BENIGN
9993,143,Normal background traffic,BENIGN
443,126,Normal background traffic,BENIGN
9993,79,Normal background traffic,BENIGN
9993,134,Normal background traffic,BENIGN
7680,293,Normal background traffic,BENIGN
9993,497,Normal background traffic,BENIGN
7680,89,Normal background traffic,BENIGN
443,127,Normal background traffic,BENIGN
9993,474,Normal background traffic,BENIGN
7680,405,Normal background traffic,BENIGN
7680,297,Normal background traffic,BENIGN
7680,307,Normal background traffic,BENIGN
53,380,Normal background traffic,BENIGN
80,48,Normal background traffic,BENIGN
53,352,Normal background traffic,BENIGN
9993,239,Normal background traffic,BENIGN
53,30,Normal background traffic,BENIGN
9993,183,Normal background traffic,BENIGN
80,401,Normal background traffic,BENIGN
80,26,Normal background traffic,BENIGN
80,357,Normal background traffic,BENIGN
9993,31,Normal background traffic,BENIGN
9993,375,Normal background traffic,BENIGN
53,467,Normal background traffic,BENIGN
443,492,Normal background traffic,BENIGN
9993,271,Normal background traffic,BENIGN
53,273,Normal background traffic,BENIGN
80,299,Normal background traffic,BENIGN
7680,411,Normal background traffic,BENIGN
443,80,Normal background traffic,BENIGN
443,456,Normal background traffic,BENIGN
443,257,Normal background traffic,BENIGN
53,160,Normal background traffic,BENIGN
7680,460,Normal background traffic,BENIGN
7680,81,Normal background traffic,BENIGN
9993,368,Normal background traffic,BENIGN
53,288,Normal background traffic,BENIGN
443,490,Normal background traffic,BENIGN
80,290,Normal background traffic,BENIGN
7680,176,Normal background traffic,BENIGN
9993,394,Normal background traffic,BENIGN
443,117,Normal background traffic,BENIGN
80,60,Normal background traffic,BENIGN
80,192,Normal background traffic,BENIGN
443,401,Normal background traffic,BENIGN
53,138,Normal background traffic,BENIGN
53,497,Normal background traffic,BENIGN
7680,274,Normal background traffic,BENIGN
9993,301,Normal background traffic,BENIGN
7680,216,Normal background traffic,BENIGN
7680,20,Normal background traffic,BENIGN
